"Respostas e iGovTI 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foram omitidas as respostas a alguns itens do questionário (questão 5.10, itens das questões 1.8, 4.3, 6.1, 6.2 e 6.3), com vistas a não identificar individualmente os respondentes, de acordo com o Acórdão 3.117/2014-TCU-Plenário, item 9.1.3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Instituição","DescSeg","iGovTI2014","11_a","11_b","11_c","11_d","11_e","11_f","12_a","12_b","12_c","12_d","13_a","13_b","13_c","13_d","14_a","14_b","14_c","14_d","15_a","15_b","15_c","15_d","15_e","16_a","17_a","17_b","17_c","17_d","17_e","18_a","18_b","18_c","18_d","18_e","18_f","21_a","21_b","21_c","21_d","21_e","21_f","21_g","21_h","21_i","21_j","22_a","22_b","22_c","22_d","22_e","22_f","22_g","22_h","22_i","22_j","31_a","31_b","31_c","31_d","32_a","32_b","32_c","32_d","32_e","32_f","32_g","32_h","32_i","41_a","41_b","41_c","41_d","41_e","41_f","41_g","41_h","42_a","42_b","42_c","43_b1","51_a","51_b","51_c","51_d","51_e","51_f","51_g","51_h","51_i","51_j","51_k","51_l","51_m","51_n","52_a","52_b","52_c","52_d","52_e","52_f","53_a","53_b","53_c","53_d","53_e","54_a","54_b","54_c","54_d","54_e","54_f","54_g","54_h","54_i","54_j","54_k","54_l","54_m","54_n","54_o","54_p","54_q","54_r","54_s","54_t","54_u","55_a","55_b","55_c","55_d","55_e","56_a","56_b","56_c","56_d","56_e","56_f","57_a","57_b","57_c","57_d","57_e","57_f","57_g","57_h","57_i","58_a","58_b","58_c","58_d","58_e","59_a","59_b","59_c","59_d","59_e","61_a3","61_a4","61_b3","61_b4","61_c3","61_c4","61_d3","61_d4","61_e3","61_e4","62_a","62_b","621_a4","621_a5","621_b4","621_b5","621_c4","621_c5","621_d4","621_d5","621_e4","621_e5","622_a5","622_a6","622_b5","622_b6","622_c5","622_c6","622_d5","622_d6","622_e5","622_e6","63_a3","63_a4","63_b3","63_b4","63_c3","63_c4","63_d3","63_d4","63_e3","63_e4","64_a","64_b","64_c","64_d","64_e","64_f","64_g","64_h","Utilidade"
170,"Executivo - Sisp",48%,2,4,3,3,2,4,5,5,5,5,5,3,5,3,3,4,2,2,3,3,4,4,4,3,5,5,3,3,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,5,2,5,4,5,4,2,2,2,2,5,2,5,2,2,2,3,3,5,4,4,5,5,2,4,4,4,1,3,3,3,3,4,3,4,3,2,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,3,3,3,2,3,2,3,4,2,3,2,4,2,3,2,3,5,3,4,3,2,2,3,4,5,5,2,2,5,5,5,2,5,4,5,5,4,4,5,5,2,2,5,2,4,2,2,2,2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,9,99,93,97,99,91,97,98,43,1,0,89,,,5,4,3,3,2,2,2,4,5
171,"Executivo - Sisp",73%,5,5,5,4,3,2,5,5,5,3,5,3,5,4,3,2,2,2,3,3,3,3,3,3,5,5,4,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,4,3,3,4,3,4,5,5,5,3,5,5,2,5,5,5,1,3,4,4,3,3,3,4,4,4,4,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,2,5,2,5,2,2,2,2,3,2,5,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,61,29,3,100,4,100,6,100,13,100,1,1,8,3793,0,,,,,,,,,100,0,,,,,,,,,100,99,99,100,99,99,100,99,99,100,99,99,0,100,5,3,4,3,3,2,2,5,5
172,"Legislativo ou Ministério Público ou Terceiro Setor",71%,5,5,5,5,2,4,5,5,5,5,4,4,5,5,2,3,2,2,3,3,2,4,3,5,5,5,5,5,5,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,2,5,5,2,5,3,5,5,5,5,5,5,2,2,2,2,1,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,5,5,5,3,5,5,5,5,3,4,2,2,2,2,4,2,5,3,4,5,5,5,4,5,5,5,5,5,5,5,2,5,4,4,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,70,87,,91,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,90,99,522,90,99,523,99,1,99,524,99,6,99,782,99,99,513,5,5,4,4,2,2,5,5,5
173,"Legislativo ou Ministério Público ou Terceiro Setor",66%,4,5,4,4,3,4,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,2,4,3,3,3,3,5,4,4,5,4,4,4,4,5,5,5,5,4,4,5,4,5,4,5,5,4,3,3,4,4,4,5,5,5,3,5,2,2,2,5,2,5,5,2,1,5,5,5,5,5,5,5,5,4,5,1,,3,5,4,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,3,3,5,2,4,5,3,3,3,5,5,5,4,3,3,3,4,3,4,3,5,4,5,5,4,4,5,3,3,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,100,80,5,60,4,100,100,100,100,212,1,1,21,12,0,50,0,0,50,50,10,0,100,0,100,0,65,0,100,0,80,20,10,90,100,98,100,99,100,98,100,98,4,3,4,3,3,2,2,5,5
174,"Legislativo ou Ministério Público ou Terceiro Setor",58%,5,5,5,2,3,3,5,5,5,5,5,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,5,3,4,5,5,3,5,4,5,5,5,3,3,5,4,4,4,4,4,4,4,4,4,,4,4,3,3,2,2,4,2,2,3,5,3,2,2,3,3,3,4,4,4,2,2,2,2,2,5,2,5,5,5,3,2,4,4,4,2,2,3,3,4,3,5,3,4,3,4,4,2,2,4,2,5,4,3,3,5,5,4,4,4,3,3,4,4,5,5,5,4,4,3,3,4,5,3,3,5,55,67,96,55,70,40,33,91,60,55,53,22,5,59,71,1,1,74,20,89,2,99,0,81,19,49,31,100,,100,,100,,100,,100,,99,05,100,99,9,99,1625,99,9,99,9782,,,,,4,4,2,2,3,2,2,4,5
175,"Legislativo ou Ministério Público ou Terceiro Setor",56%,5,3,2,2,2,2,5,5,4,4,4,4,4,3,2,2,2,2,3,3,2,5,2,5,4,4,4,4,5,4,4,4,2,2,2,5,5,5,5,5,2,2,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,3,5,2,2,2,5,5,5,5,2,5,5,5,5,5,4,5,5,5,2,5,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,5,3,5,5,5,5,3,3,3,5,4,5,4,3,3,4,4,4,5,2,2,5,3,5,3,3,3,3,2,5,5,2,4,2,5,5,5,5,5,5,2,2,5,4,4,4,2,2,800,100,2,50,100,95,100,91,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,,,,,,5,4,4,2,2,2,2,2,4
176,"Executivo - Dest",63%,5,5,5,5,4,5,5,5,4,4,4,4,5,4,3,3,3,3,4,5,4,5,3,3,4,4,5,3,5,5,5,5,3,3,3,5,5,5,4,5,4,4,5,5,2,5,5,5,3,4,3,4,4,4,5,5,5,5,4,1,1,1,5,1,2,1,1,2,5,5,4,5,4,3,5,2,5,5,2,,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,4,2,4,4,4,5,4,3,4,3,5,3,3,5,5,4,4,4,3,3,3,3,3,3,5,4,5,3,5,3,3,5,4,4,5,3,5,5,4,4,4,2,5,5,5,5,4,5,4,5,5,5,5,2,2,5,5,5,2,2,5,100,100,80,80,100,70,80,80,50,50,1,1,80,,80,,50,,80,,5,,0,0,0,0,0,0,0,0,0,0,100,90,50,50,50,50,100,100,80,70,1,1,1,1,1,1,1,1,5
177,"Executivo - Sisp",47%,5,5,2,4,2,2,4,5,5,4,4,3,4,2,2,2,1,1,4,4,4,5,2,3,2,2,2,4,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,5,5,5,2,2,5,5,2,5,4,5,4,2,2,5,5,5,5,5,5,5,5,4,5,2,1,3,2,3,2,3,2,3,2,4,2,4,2,4,2,3,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,4,3,2,2,2,2,2,4,2,4,2,4,2,2,4,4,2,2,2,2,2,3,3,2,3,2,1,4,4,4,4,2,4,4,4,4,2,4,2,2,2,2,4,4,4,4,100,70,100,100,100,100,20,20,10,10,1,1,70,0,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,5,2,2,2,5,2,1,5,5
178,"Executivo - Dest",88%,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,96,100,102,8,13,1,100,85,93,1,1,85,25,70,0,85,0,80,0,,,100,0,,,,,,,,,63,100,515,100,173,100,,,,,5,1,1,1,5,4,1,5,5
179,"Executivo - Dest",81%,5,4,5,5,3,3,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,5,5,5,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,58,257,400,1,100,,,,,1,1,46,83,97,93,97,0,69,30,98,2,100,21,100,28,100,-2,100,-1,,,80,83,75,84,70,80,,,,,1,1,1,1,1,1,1,1,5
180,"Executivo - Dest",90%,5,5,5,5,4,3,5,5,5,5,5,5,5,5,3,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,90,100,95,100,99,85,100,99,4,100,4,92,104,9,1,1,99,0,75,-12,45,-1,49,4,1,-52,100,10,100,0,100,0,100,1,100,101,99,98,100,99,9,99,94,99,87,99,98,99,87,99,98,90,99,87,5,1,1,1,5,4,4,5,5
181,"Executivo - Sisp",47%,4,4,4,4,4,2,4,5,5,5,5,4,4,4,3,3,2,3,2,2,2,2,2,2,4,4,4,3,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,5,4,5,5,5,4,2,2,5,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,2,2,4,2,4,2,4,2,5,4,4,4,4,4,2,4,2,5,5,2,3,3,2,2,3,3,3,3,5,5,4,3,2,2,4,3,2,4,2,4,2,4,2,4,2,4,5,5,4,2,5,5,5,5,4,3,2,5,5,4,5,5,5,5,4,5,3,4,3,2,3,3,5,5,4,3,50000,146,47,33,44,7,75,93,5,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,,,,,5,2,2,2,4,2,2,2,5
182,"Executivo - Sisp",75%,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,4,5,4,4,2,2,2,4,4,4,3,3,4,3,3,3,3,4,5,5,5,5,5,5,5,4,5,5,2,5,5,5,5,5,5,4,4,2,5,5,5,4,5,4,3,2,5,2,5,2,2,2,5,5,5,5,5,5,5,5,2,4,5,,4,4,4,4,4,4,4,4,5,5,5,3,5,3,4,5,3,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,5,4,4,5,95,100,80,100,100,90,59,70,100,,,1,1,29,82,19,83,65,77,1,02,32,88,43,46,5,53,4,21,55,13,4,100,7,37,100,44,23,100,0,100,30,51,100,0,99,100,6068,98,101,0446,98,102,0408,98,97,9052,98,101,7761,5,4,4,4,5,5,2,2,5
183,"Executivo - Sisp",38%,5,5,3,4,2,2,2,4,4,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,5,5,4,4,4,3,3,3,5,5,5,5,3,2,3,3,3,3,3,4,4,5,4,5,4,2,2,5,5,3,2,2,2,4,4,5,4,4,5,4,4,4,4,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,3,3,3,3,2,5,3,3,3,5,4,5,4,4,3,2,2,2,2,2,2,2,2,2,2,5,4,2,2,4,2,4,4,3,3,2,4,4,4,4,4,4,5,5,4,4,4,5,2,2,2,4,5,2,2,2,100,90,100,100,100,80,100,100,30,10,1,1,10,20,,,,,,,,,,,,,,,,,,,20,90,,,,,,,,,4,4,4,4,2,2,2,2,4
184,"Executivo - Sisp",73%,5,5,5,5,5,2,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,3,3,5,1,1,1,1,1,1,5,5,5,5,5,5,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,2,2,5,2,3,5,5,5,3,2,5,5,2,4,5,2,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,3,5,5,4,3,5,4,3,5,5,4,3,3,4,3,5,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,100,100,70,100,100,100,60,100,40,1,1,32,15,55,0,,,,,,,100,100,100,100,100,100,,,,,95,99,5,98,99,2,98,5,100,,,,,5,4,4,4,5,2,2,5,5
185,"Executivo - Sisp",16%,2,4,2,2,2,2,2,4,5,5,4,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,4,4,4,3,4,3,3,3,3,2,2,4,4,3,3,3,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,100,100,,,,,,,,,1,1,50,,50,,100,,25,,100,,100,,,,,,,,,,,,,,,,,,,,5,2,2,2,2,2,2,2,4
186,"Executivo - Sisp",38%,3,4,4,2,2,2,5,5,5,5,5,4,5,3,4,4,4,4,4,1,2,1,1,2,2,4,2,3,4,1,1,1,1,1,1,5,5,4,1,4,4,4,5,3,2,5,5,5,5,5,5,5,5,2,5,3,2,2,2,5,3,3,2,2,2,2,2,2,2,5,5,4,4,5,4,2,2,2,2,1,4,2,3,2,2,2,3,2,2,2,5,4,2,2,4,2,2,4,4,4,2,2,2,2,2,4,3,4,4,4,3,3,3,3,4,2,2,3,2,4,4,4,3,1,3,5,2,2,2,2,2,5,4,4,4,2,2,5,5,5,5,5,5,5,4,5,3,5,2,2,3,4,5,4,4,4,0,16,6,0,16,6,0,125,0,100,0,41,66,25,1,1,0,100,,,,,,,,,100,0,,,,,,,,,100,100,100,100,,,,,,,4,2,2,2,2,5,3,4,5
187,"Executivo - Sisp",33%,4,2,4,4,2,4,2,2,1,1,2,2,4,4,4,4,2,4,2,3,2,2,4,2,3,2,4,4,5,1,1,1,2,1,1,5,4,4,5,5,5,5,5,5,2,5,5,2,4,5,4,4,4,2,4,4,4,2,2,5,2,2,5,2,5,4,2,2,4,4,2,3,3,2,4,2,2,4,2,,2,2,4,4,2,2,4,4,4,4,2,2,2,2,2,2,1,1,1,1,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,2,2,2,4,2,4,4,2,2,2,2,5,5,2,4,4,2,5,5,5,4,4,2,2,2,4,4,2,2,2,1,100,1,100,1,0,1,0,1,50,1,,95,80,10,30,,,,,,,,,,,,,,,,,1,100,,,,,,,,,2,1,1,1,2,2,2,5,4
188,"Executivo - Sisp",39%,3,3,2,2,2,2,5,5,5,5,3,3,5,2,3,3,3,2,2,2,1,1,2,4,2,4,4,3,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,4,4,5,3,4,4,4,4,4,5,5,5,5,2,5,5,5,2,2,5,5,3,5,5,5,3,1,1,1,,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,3,2,2,5,5,5,5,4,3,3,3,3,3,3,3,2,2,4,2,3,2,5,4,3,4,2,2,4,4,2,2,2,2,2,2,5,5,5,4,5,5,5,5,5,5,5,5,5,2,4,5,5,5,2,1,0,2,0,3,0,4,0,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,3,2,2,5,5
189,"Legislativo ou Ministério Público ou Terceiro Setor",33%,4,4,3,4,4,3,3,3,1,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,2,4,5,3,4,4,2,5,3,3,3,3,5,4,4,2,2,3,3,3,3,3,3,4,4,2,4,2,2,2,5,2,5,5,3,2,3,5,4,3,3,3,3,4,2,2,2,,3,3,3,3,4,4,4,3,3,3,4,3,4,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,5,5,4,5,5,4,5,5,5,5,5,2,2,4,5,5,2,2,5,100,100,100,100,100,100,100,100,1130,65,1,1,41,20,0,100,30,100,0,100,50,100,100,0,100,0,,,,,,,,,,,0,100,0,100,100,100,5,1,1,1,2,4,4,5,5
190,"Executivo - Dest",77%,5,2,2,5,5,5,5,1,1,4,5,3,5,5,5,5,3,3,5,5,5,5,2,4,4,4,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,2,5,5,2,5,5,5,5,4,4,2,5,4,4,5,2,2,5,5,5,5,5,5,5,5,5,5,5,,3,3,5,5,5,5,4,4,3,3,5,5,5,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,2,4,5,5,5,5,5,5,3,5,5,5,5,5,5,4,4,5,5,5,4,4,5,4,250,4,100,2,100,,,,,1,1,53,,,,,,,,,,100,,100,,,,,,,,98,100,98,100,98,100,98,100,98,100,1,1,1,1,1,1,1,1,5
191,"Executivo - Sisp",73%,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5,5,4,2,2,4,5,2,4,4,5,4,2,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,2,2,4,1,2,5,2,1,3,5,5,5,5,5,5,1,5,5,5,1,2,4,2,4,3,2,3,2,2,2,2,3,2,2,2,2,4,4,2,4,5,5,5,3,5,5,5,5,4,5,4,3,5,5,1,3,3,4,2,5,2,3,3,3,5,2,3,3,3,3,3,2,3,1,1,2,2,5,5,4,5,5,4,5,5,5,5,5,5,3,5,5,5,2,3,5,100,100,100,100,100,100,100,100,,,1,1,80,0,95,0,10,40,60,25,8,26,30,100,0,100,0,100,0,,,,,99,6,100,100,100,95,99,5,95,100,,,5,5,5,4,1,2,1,2,4
192,"Executivo - Sisp",24%,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,3,2,2,1,3,3,3,3,2,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,2,2,4,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,4,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,3,75,65,80,90,50,45,80,70,75,60,1,1,35,10,30,0,25,0,45,10,25,0,,,,,,,,,,,85,75,95,70,80,50,90,85,90,80,4,2,2,2,5,4,3,4,5
193,"Executivo - Sisp",46%,2,2,2,4,2,2,5,5,5,4,5,2,5,2,5,5,5,2,2,2,2,2,2,2,2,4,2,2,5,3,3,4,2,2,3,5,5,5,2,5,4,4,4,5,5,5,5,5,2,5,5,5,5,5,5,3,4,2,5,5,2,2,4,2,2,2,2,2,4,2,4,2,2,4,4,2,2,2,2,1,4,2,4,2,5,5,4,5,4,2,5,5,4,2,5,2,2,4,4,2,5,5,5,2,2,5,5,5,3,2,3,2,2,2,2,2,2,2,2,4,2,4,2,5,5,4,5,2,4,5,5,2,3,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,2,2,3,100,100,100,100,100,70,,,,,1,1,85,0,90,40,75,50,,,,,100,0,100,0,100,0,100,30,100,0,80,100,40,100,,,,,,,4,4,4,4,2,2,2,3,5
194,"Judiciário",66%,5,5,5,5,4,5,5,5,5,5,5,3,5,5,3,3,3,3,3,3,3,3,3,4,3,4,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,2,2,2,5,2,5,2,2,3,5,5,5,5,5,5,5,5,2,5,2,1,3,2,3,2,3,3,3,3,2,2,4,2,4,2,3,2,2,2,2,2,4,4,3,2,2,4,2,5,4,5,3,2,4,4,4,3,2,3,2,4,3,4,2,3,4,5,3,3,3,3,3,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,98,100,99,100,91,100,96,100,70,100,1,1,68,54,0,24,21,0,100,0,100,0,100,0,100,0,100,0,100,0,,,,,98,100,70,100,91,100,,,,,5,3,3,3,4,5,5,5,5
195,"Judiciário",40%,3,5,5,5,2,2,4,3,3,3,4,4,5,2,2,2,2,2,4,4,2,4,2,2,3,2,4,3,5,4,4,5,3,3,5,5,5,5,5,5,4,5,5,4,5,3,3,3,3,2,2,2,2,2,2,4,5,2,2,2,2,2,5,4,2,4,2,2,5,5,5,5,5,5,5,2,2,4,2,1,3,2,3,2,2,2,4,2,2,2,3,2,3,2,2,2,2,4,4,2,2,2,2,2,2,3,5,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,4,5,3,4,5,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,,,,,,,,,,,1,1,20,0,70,30,65,10,75,25,95,5,100,20,100,10,100,10,100,10,100,0,,,,,,,,,,,4,4,3,2,2,2,2,3,5
196,"Judiciário",34%,2,3,2,5,2,2,3,3,3,3,2,3,4,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,4,3,2,2,2,4,4,4,5,5,5,5,4,2,5,2,4,3,3,2,2,5,2,2,2,2,5,4,4,4,2,2,2,5,2,5,5,2,2,4,5,5,5,4,4,4,3,2,2,3,,2,2,2,2,3,3,2,2,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,3,2,2,4,3,4,2,2,4,2,2,2,2,2,2,2,4,5,4,4,4,5,4,3,3,2,2,3,4,5,5,5,3,4,4,5,3,4,4,4,4,3,4,4,3,3,4,100,100,80,77,73,98,98,,,,,1,1,95,0,5,0,,,,,,,100,0,100,0,100,0,100,0,100,0,85,0,85,0,85,0,85,0,85,0,5,2,2,2,3,2,2,5,5
197,"Executivo - Dest",60%,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,3,5,2,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,2,5,5,2,,3,3,3,3,5,5,3,3,5,5,5,5,5,5,3,2,2,2,2,2,4,4,2,2,2,5,5,5,5,5,3,3,5,5,4,2,2,5,2,4,2,2,2,2,4,2,2,2,2,2,2,4,5,4,2,2,2,4,5,5,2,2,5,5,2,5,4,4,2,4,4,5,5,4,4,4,,,,,,,,,,,1,1,84,16,93,7,97,3,17,83,,,0,100,100,0,,,,,,,85,90,70,77,45,98,99,,,,,5,2,2,2,2,2,2,2,5
198,"Legislativo ou Ministério Público ou Terceiro Setor",68%,5,5,2,4,2,3,5,5,5,5,5,2,4,2,2,4,2,4,4,4,4,4,2,2,4,4,4,5,5,2,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,2,5,4,5,3,5,4,2,2,5,2,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,1,3,3,4,3,4,4,4,4,4,4,5,4,3,3,3,3,2,4,4,2,2,2,2,3,2,5,5,5,4,5,2,2,4,5,4,4,3,4,2,5,2,5,3,5,5,5,4,2,2,5,2,4,4,2,2,2,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,2,2,5,5,100,1,100,30,100,6,66,67,3,100,1,1,10,0,70,0,40,0,40,0,20,0,100,0,100,0,100,0,100,0,100,0,2,100,1,4,100,8,100,8,100,8,100,5,4,5,4,2,2,2,4,5
